index,date,open,high,low,close,volume
0,"2006/02/28, 17:00:00",95.05,95.05,95.05,95.05,0.0
1,"2006/03/01, 17:00:00",95.05,95.05,95.05,95.05,0.0
2,"2006/03/02, 17:00:00",95.055,95.055,95.055,95.055,0.0
3,"2006/03/05, 17:00:00",95.05,95.05,95.05,95.05,0.0
4,"2006/03/06, 17:00:00",95.045,95.045,95.045,95.045,0.0
5,"2006/03/07, 17:00:00",95.045,95.045,95.045,95.045,0.0
6,"2006/03/08, 17:00:00",95.04,95.04,95.04,95.04,0.0
7,"2006/03/09, 17:00:00",95.025,95.025,95.025,95.025,0.0
8,"2006/03/12, 18:00:00",95.02,95.02,95.02,95.02,0.0
9,"2006/03/13, 18:00:00",95.02,95.02,95.02,95.02,0.0
10,"2006/03/14, 18:00:00",95.02,95.02,95.02,95.02,0.0
11,"2006/03/15, 18:00:00",95.22,95.22,95.22,95.22,0.0
12,"2006/03/16, 18:00:00",95.2,95.2,95.2,95.2,0.0
13,"2006/03/19, 18:00:00",95.2,95.2,95.2,95.2,0.0
14,"2006/03/20, 18:00:00",95.205,95.205,95.205,95.205,0.0
15,"2006/03/21, 18:00:00",95.11,95.11,95.11,95.11,0.0
16,"2006/03/22, 18:00:00",95.065,95.065,95.065,95.065,0.0
17,"2006/03/23, 18:00:00",95.135,95.135,95.135,95.135,0.0
18,"2006/03/26, 18:00:00",95.13,95.13,95.13,95.13,0.0
19,"2006/03/27, 18:00:00",95.03,95.03,95.03,95.03,0.0
20,"2006/03/28, 18:00:00",95.0,95.0,95.0,95.0,0.0
21,"2006/03/29, 18:00:00",94.965,94.965,94.965,94.965,0.0
22,"2006/03/30, 18:00:00",94.965,94.965,94.965,94.965,0.0
23,"2006/04/02, 17:00:00",94.935,94.935,94.935,94.935,0.0
24,"2006/04/03, 17:00:00",94.935,94.935,94.935,94.935,0.0
25,"2006/04/04, 17:00:00",94.985,94.985,94.985,94.985,0.0
26,"2006/04/05, 17:00:00",94.96,94.96,94.96,94.96,0.0
27,"2006/04/06, 17:00:00",94.9,94.9,94.9,94.9,0.0
28,"2006/04/09, 17:00:00",94.885,94.885,94.885,94.885,0.0
29,"2006/04/10, 17:00:00",94.9,94.9,94.9,94.9,0.0
30,"2006/04/11, 17:00:00",94.865,94.865,94.865,94.865,0.0
31,"2006/04/12, 17:00:00",94.88,94.88,94.88,94.88,0.0
32,"2006/04/16, 17:00:00",94.845,94.845,94.845,94.845,0.0
33,"2006/04/17, 17:00:00",94.93,94.93,94.93,94.93,0.0
34,"2006/04/18, 17:00:00",94.91,94.91,94.91,94.91,0.0
35,"2006/04/19, 17:00:00",94.89,94.89,94.89,94.89,0.0
36,"2006/04/20, 17:00:00",94.875,94.875,94.875,94.875,0.0
37,"2006/04/23, 17:00:00",94.885,94.885,94.885,94.885,0.0
38,"2006/04/24, 17:00:00",94.82,94.82,94.82,94.82,0.0
39,"2006/04/25, 17:00:00",94.78,94.78,94.78,94.78,0.0
40,"2006/04/26, 17:00:00",94.87,94.87,94.87,94.87,0.0
41,"2006/04/27, 17:00:00",94.905,94.905,94.905,94.905,0.0
42,"2006/04/30, 17:00:00",94.85,94.85,94.85,94.85,0.0
43,"2006/05/01, 17:00:00",94.84,94.84,94.84,94.84,0.0
44,"2006/05/02, 17:00:00",94.805,94.805,94.805,94.805,0.0
45,"2006/05/03, 17:00:00",94.765,94.765,94.765,94.765,0.0
46,"2006/05/04, 17:00:00",94.795,94.795,94.795,94.795,0.0
47,"2006/05/07, 17:00:00",94.77,94.77,94.77,94.77,0.0
48,"2006/05/08, 17:00:00",94.78,94.78,94.78,94.78,0.0
49,"2006/05/09, 17:00:00",94.76,94.76,94.76,94.76,0.0
50,"2006/05/10, 17:00:00",94.765,94.765,94.765,94.765,0.0
